prefix	input_text	target_text
multilabel classification	i hear say na penalty una take score again today wahala wa o	negative
multilabel classification	e don tey wey mans begin see heartbreak	negative
multilabel classification	omo see fine bae bae hw far waiting u dey look for here if na bf i dey here for u	positive
multilabel classification	omo the way you dey hype person dey scare me na your base i collect champion ni	negative
multilabel classification	wic kain holdup kon dey dis kubwa express like dis me im famished edakun	negative
multilabel classification	lmao i don enter office na to sleeep remain but d sleep no gree come	negative
multilabel classification	who go kon marry me now old age don come na money dey fvck me up or true love	negative
multilabel classification	to god i am a wonderful cook e dey shock me sometimes say i sabi cook like this	positive
multilabel classification	on top this valetine na so my guy propose yesterday ooo love is sweet which way now i dey propose next week ooo i don leave una geng	positive
multilabel classification	boss make call na enough dey where that one been park na	positive
multilabel classification	d gist i wan laugh	positive
multilabel classification	i take back wetin i talk for bakayoko final minute syou report progress rudiger i dey low key fall in love with you kante na my motm	positive
multilabel classification	are you sure this one you are sounding mischievousi de suspect you	negative
multilabel classification	one hour boys like us we no dey too look for women like that na dem dey rush us	positive
multilabel classification	this handle just de post videos i have seen enough sir u can stop now	negative
multilabel classification	u go no say this olopa don drink soooo tey he don fall for gutter nack head for ground see swollen face and head and his eyes like it gonna pull out yeye	negative
multilabel classification	foreeal when light no dey to charge phone how light wan dey to charge power ban lol power bank always on low	negative
multilabel classification	na why u still dey kano dey enjoy yourself	positive
multilabel classification	my dear elozonam no fit give us as usual cause of enimoney	negative
multilabel classification	no be this me do am oooo but im proud of my namie who did this me na chef i don turn	positive
multilabel classification	some clubs na local champions dem be flogged dem like kids times this seasons	negative
multilabel classification	second everywhere don burst wahala for who no love this wonderful blessed and handsome bobo oo love you yasssss i don get new screensaver	positive
multilabel classification	how can i have k over the weekend and then come back from work on monday and na only k remain no be like say i buy car or land self how person wan go work this week oluwa wetin dey shele	negative
multilabel classification	happy birthday man but wetin u dey use for ur beards na gimme make me self use am na	positive
multilabel classification	e go cost you ₦ to appreciate bruno fernandes e don make big impact at manchester united ️	positive
multilabel classification	true love story this one is for you you you and you baba don enjoy na same situation me and you dey but no worry the man above go help us	positive
multilabel classification	abeg you fit give me your baba number me sef wan do ritual o	negative
multilabel classification	na dem dey rush me o ️ this happened today fam i signed yet another year with my beloved nunumilkpz as brand ambassador three years in a row omoni x nunu is a	positive
multilabel classification	see ehhhh from everything ive watched in bbn so far this year own no follow which kind yeye rainbow deco be dis na saiiii make i no even talk about that diary room deco dem suppose sue who do this year interior deco	negative
multilabel classification	na shop dem don open for your head like this	negative
multilabel classification	whats all this na instagram be making someone feel lonely is not fair now marriage is hungrying pesin this val sef is ok ooo	negative
multilabel classification	im so very angry right now so bcoz i dey give this girl my time mean say i be kid abi wetting i no know say our okay don go far like this o	negative
multilabel classification	which house first bro i dey on top toilet sit now i don dey fear	negative
multilabel classification	this girl wan take style chop my money e don tey tey wey yansh dey for back	negative
multilabel classification	that thing once messed me up we dey costain aunty talk say next stop fadeyi na so me sef mumu come down i waka like mad man that day	negative
multilabel classification	where una dey see this money ussee	positive
multilabel classification	my guy vex ooe say na by firce	negative
multilabel classification	lmao person wey me dey beg to check his dm dey beg another person	negative
multilabel classification	as i dey look this remaining four litres of fuel e be like say make i just use like litres water dilute am so e go fit plenty again	negative
multilabel classification	na who i offend	negative
multilabel classification	i wont lie e nor easy like that but na to commot eye face your hustle consistency is key	positive
multilabel classification	oshey fine man for the gyals dem iamskyp meet skypnigerian based songwriter and	positive
multilabel classification	somebodys daughter is about to be left speechless once again abeg where una dey this love ooo happy new month	positive
multilabel classification	yall please follow me i don tey for this bird app pass to dey get followers	positive
multilabel classification	no vex na na question i ask bro calm down abeg	positive
multilabel classification	lmfao oloshi jati jati guy i no single so i no sabi wetin you dey yarn aboutand abeg no dey compare me with that certified virgin	negative
multilabel classification	won get e gidi sorry bro naso me sef wake by past slept back thank god say my brain wake me say i don sleep pass hr	positive
multilabel classification	na so e dey start nobody deserves to be treated bad	negative
multilabel classification	akporsna wetin ekegunners dey talk sef	negative
multilabel classification	e be like na only you dey enjoy this kind thing for this app oshow me the way na	positive
multilabel classification	you dey dress forget	positive
multilabel classification	lmao craving sea food pasta from lmao which kain wahala be this im far off in anambra rn but im craving something in lagos	negative
multilabel classification	e says thugs approached but he left na there the story tire me person carry you from ringroad una dey waka dey go you no fit shout or run because e carry your phone	negative
multilabel classification	somebody should please help me tell phcn people that rain has stopped since wire sef don dry abeg i need to use the microwave please	positive
multilabel classification	no mind am person no fit use dem for cover up again	negative
multilabel classification	una dey here am the ground solid die contact he dey sell anything	positive
multilabel classification	wedding plenty for ilorin this december period virtually no weekend without a wedding i have to attend people no wan enter single	positive
multilabel classification	nice bed space you don chop rich stewbanga cause na next line of action	positive
multilabel classification	please come and buy what iam selling please fine fine laptops dey here hiends laptops dey here brand new dey uk used dey abeg no just waka pass help me retweet help me buy my market please	positive
multilabel classification	ive seen one in my office me sef dey follow men dey look like mumu its like x of mine	negative
multilabel classification	nobody should come to abuja again e don full dont comma disturb our peace	negative
multilabel classification	na wa o you are beautiful abeg wetin sef	positive
multilabel classification	bro in dont knw what u are talking me sef tot he don score one goal but im surprise i no even see him name for score list so shut up	negative
multilabel classification	mehnnnnnn na those kain things dey prolong man life o	positive
multilabel classification	my boys don de cast	negative
multilabel classification	oya mafo you see that wey acertainlagosbiggirl they give so we love our listeners you too fit join the gang today pm dapsofficial x go dey give you beta	positive
multilabel classification	na this kind combined chop chop i dey like sugarcane peppered chickenpineapplemangowatermelonorangecoleslaw	positive
multilabel classification	shey i tell you people na these ones sef na odes ‍️	negative
multilabel classification	you do giveaways everyday you didnt pick me you asked for peoples account numbers you ignored me you reply some peoples dms you no reply my own you said we should ask you anything i asked for k you no even reply wetin i do nah	negative
multilabel classification	god should just dash me money this night i fit craze	positive
multilabel classification	lmao i should know this one sha zeez love lace magodo boys them dey do am well i don walk in on them no be times times the worst one na the one wey then finish with one babe she talk say they didnt do it well my is still intact i put hand for head	negative
multilabel classification	good evening yard people how una dey i wan do una long throat small this could have been yours but you dinnor order im still taking orders sha with fast delivery to anywhere in lagos	positive
multilabel classification	na this kind message i dey like read like comment and retweet like i just did why cant you i dey happy for u	positive
multilabel classification	omooo cross finish that noise maker o talk say she dey smell like royco all over lagos con still add for comments say na the girl wey tey dash rav	negative
multilabel classification	yes dear e red gan	negative
multilabel classification	imagine you wey no get car but you dey do giveaway you go come see person wey win giveaway from you wey dey do the face vs the car oh the betrayal	negative
multilabel classification	if e no be heineken e no fit be heineken	positive
multilabel classification	man o man beautiful girls choke this twitter o ahhhhhhh my phone don dey lag cos some of the photos dey heavy before loading bless you guys	positive
multilabel classification	wait sef dem send you tell em say you no meet me for house how dem dey block for twitter sef please teach me	positive
multilabel classification	chai its doing me as if na me dem dey blow kiss to	positive
multilabel classification	okay na bro but go fit too i don dey teach am some one or two	positive
multilabel classification	as you dey buy gifts for your girlfriend abeg dey try buy for your mother too god bless you my son still better pass awwwn baby	positive
multilabel classification	awon china ti je eso ajara na china chop meet the whole world came dey wash hand nawa	negative
multilabel classification	why dis all the timeunah go dey commot small change from person account like nah unah put am therese e wa ohk sha	negative
multilabel classification	sakamanje you na boss na where dem bosses like dey who i be	positive
multilabel classification	jenni i dey greet you i swear e dey do me like say make i comot eem from my phone screen all of them can get it anytime anywhere	positive
multilabel classification	sure sir me i want to even bet with a man u directly ni like oneone sir make e no be like say na mouth dem dey make	positive
multilabel classification	if i say i should talk wetin dey my mind gosh im	negative
multilabel classification	una don hear im taking a good look at this pastor wilson hes not bad you know his tongue is so pink his lips looks so tender	positive
multilabel classification	manchester united real madrid and barcelona fit be the three richest football clubs for this world but while barca and madrid don sign griezmann and hazard united dey hope to sign sean long staff man united no get ambition	negative
multilabel classification	i called to prescribe a drug for my ailment this morning his response was where you dey so that i go know if the drug go fit dey your location i laughed in drug abuse and replied him kano city ps im now on drugs thanks to as usual	positive
multilabel classification	i remember one time when i was little and was seeing my tomandjerry in my mothers shop in peace na so this customer talk say she no dey allow her children see this show cuz e dey teach children make dem dey revengeful omo i weak o	negative
multilabel classification	know say i no get money but i get god na me be mc alinco de comedian	positive
multilabel classification	na so una de always talkand nothing weh una de do	negative
multilabel classification	anybody wen talk say that and proposal no sweet na jealousy dey catch am	positive
multilabel classification	some companies need to be taken to court sent me messages even calls sef that my kyc was incomplete line that i have been using for more than years and when i complete it they will credit my line with k after i completed the registeration	negative
multilabel classification	lmao na bone in the darkness dem go dey see‍️‍️ this is my best so far	positive
multilabel classification	mama di mama na you after you na you again wutttttttttttttt	positive
multilabel classification	nobi my pikin please i no want make dem no vex	positive
multilabel classification	cos i would rather stay with you and even if i have to go da ra da daa da da da ra ra raa daa ra dem dey trouble nobody does it better than dis dude	positive
multilabel classification	jesus taught i had sef	negative
multilabel classification	ahhhhh make i do like say i no know wetin you talk wetin i wan do with days thats too small for me	negative
multilabel classification	lol android users think iphone users are proud so they try to slander the ones using the lower version like well im using iphone and im not proud so i feel really attacked when u guys abuse us na iphone i buy i no kill person no vex abeg	negative
multilabel classification	ft fake love don blocked my hears eyes and nose my dinner don burn because of am watching continuously weting person go chop now‍️	negative
multilabel classification	thanks so much boss unfortunately na stream i dey with boss na till june but god bless you sir for reaching out	positive
multilabel classification	this song dey too sweet my belle na gbedu no cap	positive
multilabel classification	not this apple watch ️ always telling me to breathe whenever im angry like shonshi ni no dey tell me to breathe if i dey vex let me vex in peace	negative
multilabel classification	no dey ask me whether my day was productive again abeg i no dey do anything	negative
multilabel classification	i dey ur entrance already u no fit block urself maybe i should kuku assist u sef in finding the money its a good thing to be of help	positive
multilabel classification	abeg person die for house niwhy this guy dey cry like small pikin	negative
multilabel classification	lol this idiot try to scam me eeee say make i dictate my mastercard number shey me wey don work for ebusiness dey generate pan for accts and for yrs i even forget to call thunder for the low budget scammer	negative
multilabel classification	weyre sey na global pandemic go school go schooldem no go gree na to dey pluck mango upandown nonsense abeg wetin moenchengladbach dey play abeg make i check my ticket	negative
multilabel classification	na where dey stay i wan dey stay now	positive
multilabel classification	abeg where i fit see true love if na buy i go buy i am tayyyad	negative
multilabel classification	e chokeeeeeeeeee choke dem all	positive
multilabel classification	i get time today	positive
multilabel classification	omo e be like say bush meat don dey pursue hunter o	negative
multilabel classification	im chilling in my balcony collecting fresh breeze this morning e be like say na wetin i go do today be that	positive
multilabel classification	honorable dj sir you dey tweet oh since i start dey follow you you don tweet pass	positive
multilabel classification	you way dey talk u don go into farming make u dey sell beta prize give us	negative
multilabel classification	nengi de jonessssss	negative
multilabel classification	nobody can fit your position in life all man has their role to play so be the best of you anobi bushasha is here who dey who dey on set of mediator the movie as dir by	positive
multilabel classification	abeg if na joke make una stop amno be me loot nigeria treasury	negative
multilabel classification	e dey pain me i been get people wey wan knack me but i dey form good boyfriend	negative
multilabel classification	abi na only me dey experience am since dis november guys wen dey disturb me don reduce ooso na so we go dey dis christmas sef	negative
multilabel classification	na actually the third is the severe acute respiratory syndrome but the most sifia is actually the sars wey dey beat	neutral
multilabel classification	lol wahala for who waste data for babe wey no go fit sub for you	negative
multilabel classification	me wey dey look into settling after nysc sef i love peace of mind	positive
multilabel classification	lmao dem don dey sub oddy	positive
multilabel classification	e nuh easy like that since yiu comot naija just dey cast on a daily	negative
multilabel classification	seen a while ago i was even going to cc you to it sef to see what we talked about sometime ago naso e dey be of the guys my uncle settled are millionaires now they were settled wit k yrs yrs yrs ago respectively	positive
multilabel classification	ha youre the boss na i no fit vex	positive
multilabel classification	may god not allow us marry dem ooo na dem o	negative
multilabel classification	where una for dey chop better pounded yam and eguisi soup for this benin city ahbeg	positive
multilabel classification	oga was like mr y im sure youre the one blowing ac on this children in this weather pity them at least cuz theyve no one to warm them when you get home shey i can vex an marry like dis cuz whats this dragging home and office	negative
multilabel classification	oga come and shift this curfew to pm abeg e don do	negative
multilabel classification	all these foreign people with were updating our policy please sha no comot the small change wey we dey see for our mouth ẹ joor	positive
multilabel classification	shey na the time wey i help woman shave her pumpum ashey na her dick appointment she dey prep for na me shave am na another man lick am abi na the one wey tell me how will i sleep with my younger sisters age matemeanwhile baba dey shine kongo steady kasamadupe	negative
multilabel classification	haha no dey loud am now i don dey sabi small small	positive
multilabel classification	my first christmas as a married man ezz sweet oh i just dey chop like slave wey dem wan go sell	positive
multilabel classification	money no go swt if owu no dey posi no go sale if óku no dey star player no go shine if otu no dey no go rap if passion no dey thank you	positive
multilabel classification	my love for the back of this top its magic na the work wey we dey do	positive
multilabel classification	wahalawetin dem do dis guy last last	negative
multilabel classification	bros thank u e dey pain me eh me that from day was smooth sailing up to now only for them to my dear bros dirty laidis e dey pain me walahi i really hope d number goes through and good service to ease d pain can resume just finished a guitar tutorial on youtube sef	negative
multilabel classification	seriously though i was so sure i was gonna marry an igbo manna dem full my hand that timechoii they love my oroboishness die na so so nwayiomai sure say na my mama ijebu toned prayers na im change am igbo kwenuuna sabi jare no be lie	positive
multilabel classification	na true o na green and e get net	positive
multilabel classification	okay marry otis	positive
multilabel classification	peeps pls let uncle doyin rest na y u dey remind e no good o	negative
multilabel classification	e be like say bread whey them dey sell these days na air them dey pump inside	negative
multilabel classification	u dey sure of wetin u dey talk so o girl	negative
multilabel classification	no mind the donkey na scholarship dem dey run ni	negative
multilabel classification	me sef weak	negative
multilabel classification	lmao this guy dey watch rugby sha portugal wey don pass round of into quarter finals	negative
multilabel classification	kaiiii guy na ramadhan we dey oo why u dey lie like this	negative
multilabel classification	traditional marriage don reach now u carry us dey enter bush all those fine gates and buildings wey u stand de snap na who get am	neutral
multilabel classification	mentor wey you nor dey follow him ways you don see any girl come claim me for twitter you nor dey learn well	negative
multilabel classification	wahala be like laugh wey dem go use snatch person babe oooii	negative
multilabel classification	ogam na like this you wan push me commot without even epping my laive	negative
multilabel classification	guy is not cool atall e no even sabi lie sef after how many weeks after he done even beg he won con dey give us lamba	negative
multilabel classification	sad to hear what that young man went through over creating a parody account e dey shock some people say their gentle oga fit do that kind thing since selective amnesia was your forte him don kuku remind una say em no be preacher of love	negative
multilabel classification	you people should try and be calming down make e no come touch us wey dey supporters club like this	negative
multilabel classification	na wa ooo do you ladies have to go this far ‍️	negative
multilabel classification	thanks babanah say e still dey green nah why i dey hear d details oo	positive
multilabel classification	i wonder weda na ronaldo tell ole say e wan rest	negative
multilabel classification	the broker you get the more quiet you become being broke humbles you so deeply you begin to say things old people say like nothing dey dis life make una do jeje vanity upon vanity	negative
multilabel classification	the only reason why man utd dey champions league na bruno + pogba combo post lockdown mason greenwood form rashford + martial also this season as bad as pogba be e play key role for our wins vs rb leipzig newcastle and psg so calm down ️	positive
multilabel classification	khalil million nairana d whole world matter e dey judge	negative
multilabel classification	the person wey you love with all your heart dey love another person wey love another person las las this life wey you see so no balance at allllll tears plenty for this matter aiiiiiiiii	negative
multilabel classification	you see all those slay queens wannabe those ones wey go dey chew chewing gum like say na hot swallow fear them oo especially the ones wey dey wear sunshades them sabi fart for africa im a victim	negative
multilabel classification	me sars just dey carry people anyhow we need to dey careful my friend luda u nor suppose fear na u nor fresh dem nor go carry u me	negative
multilabel classification	some people no dey text us again as them dey lockdown abeg after the lockdown make we keep the same energy ooo trailer will not jam us	negative
multilabel classification	lol e get some kind pictures wey even if you wan shoot your shot the picture go warn you‍️‍️‍️‍️	negative
multilabel classification	go and do your research you don travel out of your state before if nor be say we dey stan thesame mcm u for chop slap for telling me shut up you think say flavor na olamide mate for music	negative
multilabel classification	i sit down jeje and you said i should come to whatsapp so that you can kill me with stickers now you don dey fear ehn that have not even started anything with you so nah still friendly i dey play with you so	positive
multilabel classification	abeg rate my pidgin we dey come through with your favorite products wey you fit buy at boku discounts free gifts products trials and education sef dey we nor fit wait to you this september	positive
multilabel classification	stop shifting simple answer with facts u dey beat around bush dey curse dey parais that how empty your head is just answer with facts	negative
multilabel classification	make sure you chop in this life oh na who get strength dey hustle	positive
multilabel classification	doga na you i bet withna you dey i dey collect from	positive
multilabel classification	missing home like say e don tey gra katsina	negative
multilabel classification	lmfaooooooooooo im done bro im done wtf no hope for dat man and his team	negative
multilabel classification	swipe ️‍️ elastic hem short sleeve tshirt color red size uk price n̶ ️ dm to order whatsapp shakarashop online shop wen sabi you sef go dey do shakara warri nigeria	positive
multilabel classification	omo una suppose thank god cos the way wey una jack pon pon and amapiano	positive
multilabel classification	i love pres trump so much mehn na him fit dem for that america	positive
multilabel classification	all the good good cakes wey we dey do for una our reward dey for heaven this is real marketing for me ️ lets double ur joy with mouthwatering moist and fluffy cakes you need to watch this dont forget to like	positive
multilabel classification	what am i gaining from claiming marriage something wey all of una don do and i dey wonder how una dey take survive	negative
multilabel classification	lol e get d way e go dey do you wey u no go fit hide am	negative
multilabel classification	my god im hungry bhet dem dey do healthy eating for this house	negative
multilabel classification	police fit search your phone tomorrow come see app you don enter be that ooo wahala no dey finish for this country	negative
multilabel classification	lmao curses wey dem don dey chop since omo if pdp no jazz up it gonna be bloody for them	negative
multilabel classification	lemme show you something something you will appreciate lemme show you some lo lo lo lo ️️️️ abeg wey the boy handle ehhhh wey the handle lay	positive
multilabel classification	big man like you na alarm dey wake you up you dont have any peng ting that wakes you up	positive
multilabel classification	ermm the way awon olokpa de use agidi jump enter motor front ehn no wahala for that wan o but wetin me no understand na the way them still go carry the same agidi no pay conductor money ‍️ thats a negatively correlated shii	negative
multilabel classification	na person wey no gree go prayer walk go do strong house chores today shebi i for just go	negative
multilabel classification	please na beg i dey beg abeg you pipu should put a limit on the amount of airtime or how many times one can buy airtime in a day using i need control over this biko and its in your hands alone	positive
multilabel classification	me sef i go love ️️	positive
multilabel classification	please you people should start doing ajo if una give me this one as birthday gift eno too bad god no go shame us na beg i de beg	positive
multilabel classification	i wan believe say this thing na joke make e no be real oo coal camp enugu	negative
multilabel classification	from the nd line i knew where this was going wllh dem don try nail me like this b babes no sabi toast man at all aswear you go just trick man into coming to see your parents	negative
multilabel classification	the best thing that has happened this independence is twitter suspending kemi olunloyos accountwhat a way to start the day kemi olunloyo abeg pay that guy hin k for crack when u see himmi o le laja oo	negative
multilabel classification	sugar mummy i wan get fit just for you oo	positive
multilabel classification	oba palace dey retweet my tweets make una dey respect me for this app now‍️‍️‍️	positive
multilabel classification	oh na guy u be sef and ive been calm with my words thinking im talking with a female alaye if u dont get the fuck off from here now eeeh	negative
multilabel classification	hold on na this same premier league i watched abi na another one wey people dey tip kante for player of the year ‍️‍️	negative
multilabel classification	nor be you put ur mouth for the mata e get who calls you just see ur sef outside grow up joor	negative
multilabel classification	i no fit walk with john sef we go reach class the next day	negative
multilabel classification	na pesin wey dey alive wey they no kidnap na him dey celebrate birthday	positive
multilabel classification	you remember stella stella wey get big nyash she dey on top my bed laidis she don see money she no wan go house again	negative
multilabel classification	i wan laff belle scatter	positive
multilabel classification	guy me sef dun tire	negative
multilabel classification	bros sorry abeg waka pass this relationship the young girl don talk her mind	negative
multilabel classification	guy how u dey now me i dey my dey o guy how ya dey dey me my dey dey there jare theres level to how guys relate sha	positive
multilabel classification	i wonder how yall get starstruck and speechless when yall meet celebslike theyre just humans like you not aliens nah even when i been see davido sef i no fit talk i just dey look	negative
multilabel classification	hospital visit my next hospital visit na when my wife wan born sha i fit dey outside the compound sha amen	positive
multilabel classification	pe ordinary gen you no fit on	negative
multilabel classification	person never blow finish una don dey ask for giveaway i dont want to blow again thanks	negative
multilabel classification	her own na standing she no get ticket ‍️	negative
multilabel classification	in the kayanmata movie a lady came to nancy that she wanted to kick the main chick off the title and be the main nancy gave her portion unknowingly to her na she dey wan kick off anyway she was kicked off unfortunately	negative
multilabel classification	god you too much ohh because if to sey na man hunger for don beat me i for don loose weight jesus na you ohhhh happy palm sunday	positive
multilabel classification	e be like say them dey choke person for that space una no get safe word	negative
multilabel classification	e pain me gan an for dz boy sha and he don go trim hin hair and beards	negative
multilabel classification	i actually cannot stay up late and not eat sad part is i enjoying watching movies at night but i no wan dey chop like this	negative
multilabel classification	e be like say na only me remain for this country oo‍️‍️ every body dey use welcome to a new week dispensation hei im happy for you all	positive
multilabel classification	u funny shaa na so dem dey suspend account person wey don deactivate he account	negative
multilabel classification	maybe person wen sabi neva tough me na so all of them dey talk end up disappointed	negative
multilabel classification	people have donated money to buy nomination form for the president wen im still looking for those that trekked from lagos to abuja to congratulate him in na wa ooo	negative
multilabel classification	month never reach half i don already make one mistake who send me make i wash my son bombom after he shit finish laidis tori olorun my hand just dey smell like dump site since morning	negative
multilabel classification	this two ijgb giveaway handles did not self isolate and yall flocking around their hotel rooms to get gifts covid no fit catch una àbí but you go see small church gathering run to twitter kon complain hypo go wipe ooo	negative
multilabel classification	we dont pay on delivery as you dey fear me me sef dey fear you wahala nor too much	negative
multilabel classification	i will suffocate you with kisses sef	positive
multilabel classification	una weh done oo shey na blackout things you dey give us since yesterday	negative
multilabel classification	how will i read this one sef	negative
multilabel classification	lolz if i no show my nd dancing skills na wetin i gain najust feeling de of dis song produced by no laugh to much just on my dance move oo	positive
multilabel classification	abeg help me ohi no understand again for sms how much dey the acc sefhow much dey enter the acc maka why	negative
multilabel classification	jide cut small sabulu for me make i take am wash my armpit e be like say e dey smell	negative
multilabel classification	where una dey see the naija single ladies wey dey like una i don tire i go soon deactivate this bed app go take crash course in offline toasting	negative
multilabel classification	good morning my yard people hope say una don wake tgif im here to take to take all your orders for food bowls and inhouseprivate chef booking ‍ watch video to the end to see the outcome	positive
multilabel classification	dey kuku be careful na express you dey gonah you guys are not okay	negative
multilabel classification	why e be say na yhu get belle but na our gals and wives dey help carry am	negative
multilabel classification	baba no be lie owho shorthand help now even aki and pawpaw sef no need shorthand abeg na joke o	negative
multilabel classification	any adult i hear talking politics again and they try to bring me in i snob them cause omo na una votes cause all these one na see cow get freedom of movement they curtail human being own see rubbish	negative
multilabel classification	e be like time don reach wey i go marry im just in my feelings make this wedding do make i go house btw yorubas can party sha	positive
multilabel classification	i hate this man baba sha wan see downfall make una free us na ejor egbon	negative
multilabel classification	if na by advert dem take de open account sure has mine well at least theyre in the radar now	positive
multilabel classification	this lingard wey una dey start hope say e no go make us cry see ehn we don too make mouth please win	negative
multilabel classification	god im so pissed reading this ‍️ na lie go finish all of una whether you like it or not justice will prevail	negative
multilabel classification	na craze dem de craze honestly	negative
multilabel classification	ive already boned sef	positive
multilabel classification	u don even remind me sef i hope liver don dey ur body this	positive
multilabel classification	god if this thing fit just happen again	positive
multilabel classification	ibadan people scare me ohjst bcos i look like someone u knw u come me like borda i know u ni ahn akobo road iyana church sista rebbeca badmus ogbeni are u mad ni i dont know u jor is ur brain water lodge with shit water	negative
multilabel classification	thank you nba will always be basket ball o naija wey no get any laws sef dey form nba what exactly do lawyers do in this country besides approving land sale	negative
multilabel classification	but e dey pain na for this kind economy	negative
multilabel classification	good morning guys thank you all for the love im still overwhelmed were all going to get that good news were expecting before the end of the month side hustle still dey oo i make totebags and hair bonnets e bami retweet o god bless us all ig toteallyfab	positive
multilabel classification	sugarna wetin u call that sporting director wen deychelseesugartht woman na d most yamayama sdirector wen i don see	negative
multilabel classification	na pple wey dey wake late dey find love oo	positive
multilabel classification	i dey ask simple question still some people dey find my trouble wetin be your plan for christmas and how you dey celebrate am very simple	positive
multilabel classification	this love wey dem dey talk about you sef go enjoy am amen	positive
multilabel classification	una nor nice for this twitter at all na only to slander person una sabi	negative
multilabel classification	the matter tire me sef seeing the same annoying thing every time	negative
multilabel classification	the only one african bad gal wey fit high me like lager anytime i hear your music naso i dey stagger oh ringing tone message tone alarm tone wallpaper wonder woman	positive
multilabel classification	help me find odds abeg i get h wey i won double to buy gb abeg i love u	positive
multilabel classification	small k when i dey owe aunty remota na she dey lock store against me for two indomi eggs one pepsi and bread yesterday mtcheeew	negative
multilabel classification	wizkid wey say no stress nkou knw say baba no like stresshow e go con dey get light	negative
multilabel classification	e just be like say make i don close cos as ukeme dey tweet the for tl i feel like to cry o	negative
multilabel classification	independence day and i dey try carry lawyer commot for cell for iyaganku my wey don balance like rock say nothing go move me today	negative
multilabel classification	e chooke all these girls saying please dont call my name name in tahajjud are so funny wlh nobody dey call you for tahajjud abeg rest why i go dey call your name when i fit pray for mensions in dubai gwagon brabus rolls royce and mc laren	negative
multilabel classification	na wa oooooo i no fit do dis una work o wahlai d attachment is strong even me i am having chills na so mr google go just disappear	negative
multilabel classification	or dem don take lite mumu nepa wey god go punish	negative
multilabel classification	hahaha if nobody has done coup for you na u still dey give command to all mad men wey dey this country	negative
multilabel classification	i told one i wanted to know more about her she said her sub go soon finish like girl im not even toasting you dem think sey na everybody won toast them	negative
multilabel classification	oya e don do make una dey go bye bye	negative
multilabel classification	please secs have do me abeg please na abeg you ️️️️ please please every body retweet abeg	positive
multilabel classification	the weather was so cool that morning madam just try to make a point despite the weather na him sabie na picture i want snap	positive
multilabel classification	if i dey enter your eye or you like me and no fit talk am time dey go ohreporting live from paris	positive
multilabel classification	me that has been enjoying electricity now dem con decide vandalize me that was thinking i dont live in nigeria again sef now na darkness get me so☻☻☻☻	positive
multilabel classification	guys guys una know that stargirl for twitter ba that stargirl na i swear she been dey give me green light today she was just smiling at me i think she wants the boy	positive
multilabel classification	bae wit sauce be my sunshine	positive
multilabel classification	nobody has asked me what my favorite wine or chocolate is abi this valentine get special perfume wey dem dey spray	negative
multilabel classification	im so freaking hot need a glass of chilled water but ive got sore throat so i cant what kind of wahala is dis now	positive
multilabel classification	e dey pain me like sey na me	positive
multilabel classification	as i dey like this na like say make i just dey drive go elegushi straight just dey till like	positive
multilabel classification	why be say na when person don chop finish the shit won dey worry me	negative
multilabel classification	wetin person go chop like dis	negative
multilabel classification	e too choke its really outrageous	negative
multilabel classification	lmao dey dere dey guck person wey get cars for lagos dey stay rented apartment undull	negative
multilabel classification	tea is better all the arab princes i want to be in their network na tra dem dey drink right edmund no shayo abi	positive
multilabel classification	i fit deck this guy for my office ahh	negative
multilabel classification	abeg who don fine don fine‍️‍️‍️‍️ alayabiagba street ajegunle apapa lagos	positive
multilabel classification	im scared to take this loan from my sister her terms na die like im your baby brother oh this girl	negative
multilabel classification	these are the only guys allowed to say fine boys like us we we no dey too look for women like dat na dem dey rush usna dem dey rush us	positive
multilabel classification	lol asin ehn i no dey even do that smiling again make everybody know how e dey be me	negative
multilabel classification	this your body na killer	positive
multilabel classification	sisssss e be things	negative
multilabel classification	this sapa of a thing is now an everyday norms e kan be like say credit alert dey go call debit alert come one credit alert laidiz debit alerts will arrive from nowhere	negative
multilabel classification	i dun evn want ebira agn sef evn if i no do local woman cannot can	negative
multilabel classification	both of them na a type of bubu na wetin dey sweet me pass	positive
multilabel classification	e pain me she even liked from why please	negative
multilabel classification	tope you legit i been dey reason ham e be things if he be say we commit on stupid crime for heaven the baba just kuku ma give us nigeria as punishment i know say that name go get meaning for heavens	negative
multilabel classification	we go feast so now fc make una rest baba don speak all of una predicting date since january lol wizzy we cant wait for serious gbedu	positive
multilabel classification	coke dey do advert and dem dey banter chelsea imagine supporting a club like that	negative
multilabel classification	swipe oversized tshirt with sleeve cuffs‍️ price n̶ ️ color white size m dm to order shakarashop online shop wen sabi you sef go dey do shakara warri nigeria	positive
multilabel classification	swipe longline tshirt with turtle neck‍️ price n̶ ️ color navy size m dm to order shakarashop online shop wen sabi you sef go dey do shakara warri nigeria	positive
multilabel classification	i dey tease you na as you don marry my sister i hope and teach people we are united already	positive
multilabel classification	thats my point nah we we dey start the distrust most same way with contracts speak hausa to a director and he knows youre competent he will consider you first but meet a southerner nah oyinbo dem go dey speak because them no want help u nah wah ooo	negative
multilabel classification	after this argentinas loss anybody wey curse super eagles eh him papa this same croatia wey fear us wey use own goal and penalty beat us naim dey destroy messi and argentina like this wow	negative
multilabel classification	lol tho they no dey spend reach glo wey dey carry all celebs put inside ads wey no dey creative and their network no worst reach glo own	negative
multilabel classification	abeg where una dey see this cute smiles	positive
