Text,Tags,Time
"When did it become okay to gross people out with your unkempt appearance, sloppy ill-fitting clothes exposing certain parts of your body?" , "" , "2011-07-25 21:59:44"
"New Product body wash,shampoo &amp; condition your hair with NO WATER ideal for camping, festivals, travelling,ON SALE NOW! http://t.co/g9hWdzx" , "" , "2011-07-28 07:55:58"
"Ew that moment when you're in the shower and you think for a split second your body wash is shampoo, and you dump it all in your hair." , "" , "2011-07-28 00:56:04"
"The awkward moment when Your In the shower and you accidentally grab the body wash instead of shampoo for your head" , "" , "2011-07-27 18:24:36"
"are you supposed to take your own shampoo and body wash when you shower at other ppl's houses?" , "" , "2011-07-27 07:06:22"
"&quot;@iQuoteSwag: The awkward moment when your taking a shower and realize theirs no shampoo.&quot; Yeah so I use body wash in my hair." , "" , "2011-07-27 03:25:32"
"Skip the chemicals in your shower this morning! Natural Body Coconut Lime Shampoo Bars are made with organic ingredients!" , "" , "2011-07-26 13:27:34"
"theres nothing moe SELF PLEASING than to take a hot shower w. matching shampoo. conditioner &amp; body wash when your stressed.!!!!" , "" , "2011-07-26 07:57:33"
"#Stupidmoment When your in the shower and you put shampoo in your hands and start washing your body..." , "'Stupidmoment'" , "2011-07-25 19:11:26"
"#signsofbeingtired when you use body lotion for your hair and shampoo to wash your body! My hair looks ok though;) haha #firstworldpains" , "'signsofbeingtired', 'firstworldpains'" , "2011-07-28 12:56:51"
"New Product body wash,shampoo &amp; condition your hair with NO WATER ideal for camping, festivals, travelling,ON SALE NOW! http://t.co/g9hWdzx" , "" , "2011-07-28 07:55:58"
"*small chuckle, scrubs soap all over your upper body gently, then gets baby shampoo and puts some on your hair*" , "" , "2011-07-28 02:35:45"
"Ew that moment when you're in the shower and you think for a split second your body wash is shampoo, and you dump it all in your hair." , "" , "2011-07-28 00:56:04"
"today's beauty tip: if you wash your hair w/ roommate's body wash b/c you're out of shampoo, it creates a perfect dirty-chic scraggly style" , "" , "2011-07-27 19:53:03"
"&quot;@iQuoteSwag: The awkward moment when your taking a shower and realize theirs no shampoo.&quot; Yeah so I use body wash in my hair." , "" , "2011-07-27 03:25:32"
"That awkward moment when you realize you just lathered your hair with body wash, not shampoo #fml" , "'fml'" , "2011-07-26 22:19:58"
"Hair health myths busted: The right shampoo for your hair type and texture will actually add moisture, body and ... http://bit.ly/omt3Pl" , "" , "2011-07-26 08:21:41"
"this if youve ever been so tired that you put body wash right into your hair, think what the hell?! THEN put shampoo on your body.. SMH" , "" , "2011-07-26 04:20:44"
"The barbershops in India are the best. They freakin cut your hair, shampoo, massage your body, give you a mani-pedi, and shave you" , "" , "2011-07-26 03:46:42"
"Run out of shampoo and forced to rub body butter into your hair? #blamethemuslims" , "'blamethemuslims'" , "2011-07-25 08:59:06"
"How many times a week do you wash your hair with body wash and your body with shampoo? Me: at least once or twice. #spacecase" , "'spacecase'" , "2011-07-24 23:27:54"
"using shampoo/body wash makes your pit hair nice and soft #RightGuard" , "'RightGuard'" , "2011-07-24 21:23:13"
"#theawkwardmomentwhen you use the shower gel for hair and the shampoo for your body" , "'theawkwardmomentwhen'" , "2011-07-23 18:29:58"
"*small chuckle, scrubs soap all over your upper body gently, then gets baby shampoo and puts some on your hair*" , "" , "2011-07-28 02:35:45"
"if you're a furry do you still use soap or do you just shampoo your whole body?" , "" , "2011-07-27 02:48:43"
"Soap, shampoo &amp; body wash are great to save room in your 3-1-1. The Girl on the go kit is perfect (guys can use it, too) http://ow.ly/5LRw5" , "" , "2011-07-24 16:00:03"
"Rebecca, i hope ur car goes off a bridge and lands in a body of water and you cant open the care door. Im JK. But your still a stupid bitch." , "" , "2011-07-26 21:19:01"
"Lets make love in the shower as warm water hits you on your body and me wearing that ass out #nupesafterdark" , "'nupesafterdark'" , "2011-07-28 04:30:38"
"the feeling you get when you stand in the shower &amp; just let the water run all over your body after washing yourself &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;" , "" , "2011-07-28 03:16:38"
"Naww dear. Take a cold shower and drink water and rest, don't do anything that'll trigger your body temperature." , "" , "2011-07-27 08:13:49"
"... That moment when u taking a nice hot shower an that cold ass water touch your body an u jump back in disbelief..." , "" , "2011-07-27 02:47:43"
"Shower /bath both ways of washing your dirty smelly body 1 takes mins from start to finish 1 takes ages, wastes water your life your choice" , "" , "2011-07-26 19:38:35"
"Start the day HYDRATED. Wake up, go to TAP and drink 1-2 glasses of purified water with breakfast. Your body will thank you :)" , "" , "2011-07-28 12:13:04"
"Alkaline water anyone? It really does the body good right from your own tap! http://t.co/eqny9RO" , "" , "2011-07-28 01:27:38"
"Drink tap water until your body goes into shock or you die then you'll either be in hospital or the morgue. Test averted." , "" , "2011-07-27 12:44:00"
"New Product body wash,shampoo &amp; condition your hair with NO WATER ideal for camping, festivals, travelling,ON SALE NOW! http://t.co/g9hWdzx" , "" , "2011-07-28 07:55:58"
"*washes your hair up and pours water on your body, then turns off the water* you're all clean!" , "" , "2011-07-28 03:55:54"
"Natural hair tip#1...Do u notice your hair is dry, try drinking more water. If your body is dehydrated so is your hair, so drink up:)!" , "" , "2011-07-28 01:23:49"
"drink water. your hair your nails &amp; your body will Thank You :)" , "" , "2011-07-26 05:25:02"
"Picture your body #soaking, bath water No panties on, come up out them leg warmers Wrap up your hair, leave on your heels -" , "'soaking,'" , "2011-07-26 02:43:03"
"Replenish hair with moisture regularly as you do your body with water. Healthy!!!" , "" , "2011-07-26 02:06:04"
"BTW, drink more water ; your skin, your hair, your mind and your body will thank you. *the ppl who share the ... http://tmi.me/dvUay" , "" , "2011-07-26 01:50:13"
"Hair &amp; beauty tip of the week - drink water to keep all your body hydrated! #tips" , "'tips'" , "2011-07-25 08:25:28"
"Caressing your body. Lettin your hair get soaked. Hot water on high. Music playing - my shower &lt;3 ." , "" , "2011-07-23 06:12:25"
"picture your body soaking, bath water..no panties on, come up out them leg warmers, wrap up your hair, leave on your heels. #body2body" , "'body2body'" , "2011-07-22 06:44:20"
"So tweeps if u drink coffee/tea, replace it quickly with an equal amount of mineral water. 1 cup coffee rinse out 1 cup of your body fluid." , "" , "2011-07-25 23:59:11"
"Clothes can be equated to water...there are just certain things your body needs." , "" , "2011-07-27 01:08:21"
"You: *Getting out of the shower&amp;water glisting down your body* Prince: Dang girl! You:I finna put clothes on. Prince:NO,stay naked! U:K!" , "" , "2011-07-24 00:51:42"
"LOVE, joy and HAPPY FRIDAY! Take your clothes off and Jump into the nearest body of water! Stay cool and have FUN every day. Luv xo" , "" , "2011-07-22 19:47:32"
"Soaking in a hot tub can dilate your blood vessels, which contributes to better circulation. Plus, the hot water elevates your body..." , "" , "2011-07-27 14:15:12"
"Never leave your #child unattended in a tub, #pool, or around any other body of water, even if he or she knows how to swim" , "'child', 'pool,'" , "2011-07-26 01:42:13"
"#QLCash The best way to stay cool is to keep your body in cool water - pool, beach, lake, river, kiddie pool on the patio, tub" , "'QLCash'" , "2011-07-24 21:34:06"
"as the towel dries your body , it also gets wet from the water. lolss" , "" , "2011-07-28 05:12:27"
"How can a towel get you more wet. Like it moves the water around your body and not dry you one bit." , "" , "2011-07-27 19:01:39"
"-turns off the water not daring to read your thoughts wrapping a small towel around my body drying my eyes walking downstairs-" , "" , "2011-07-25 22:52:43"
"-laughs- -turns off the water, wraps towel around my body, skips back to the bedroom, hugs your side, makes your shirt wet- x)" , "" , "2011-07-25 17:19:05"
"Not only does that water loss increase ur body's temperature, it also reduces the amount of energy that's fed to your cells :( ..." , "" , "2011-07-27 19:11:14"
"Sipping chilled water both before and during exercise may help keep your body temperature down and your energy up for maximum calorie burn!" , "" , "2011-07-27 14:17:00"
"#funfacts #iveheard #justdidit Water lowers your body temperature faster than air #haha #sick...." , "'funfacts', 'iveheard', 'justdidit', 'haha', 'sick....'" , "2011-07-27 09:18:37"
"Naww dear. Take a cold shower and drink water and rest, don't do anything that'll trigger your body temperature." , "" , "2011-07-27 08:13:49"
"drinking cold water helps you burn more calories since your body needs to heat it up to its own temperature" , "" , "2011-07-27 05:22:29"
"Consuming ice cold water will burn calories, this is due to the fact that your body works internally to maintain its proper temperature" , "" , "2011-07-26 19:08:05"
"Soap plus water plus scrub your body equal clean. Wash your ass dirty hoe. Llh" , "" , "2011-07-25 23:13:49"
"letting the water hit me. Moving hands to grab the washcloth to wash you. squirting soap &amp; starting to run it over your body" , "" , "2011-07-27 18:23:20"
"ever been so tired in the shower that you just wanna let the water run off your body and not use soap??? me neither...." , "" , "2011-07-26 00:58:08"
"... That moment when u taking a nice hot shower an that cold ass water touch your body an u jump back in disbelief..." , "" , "2011-07-27 02:47:43"
"Caressing your body. Lettin your hair get soaked. Hot water on high. Music playing - my shower &lt;3 ." , "" , "2011-07-23 06:12:25"
"Soaking in a hot tub can dilate your blood vessels, which contributes to better circulation. Plus, the hot water elevates your body..." , "" , "2011-07-27 14:15:12"
"Let's go to bed...and lock the door so 2% doesn't steal your body hair *Takes your hand, leading you to the bedroom*" , "" , "2011-07-24 03:23:34"
"You're In the bathroom, Naked cos' You just took a shower. Justin Suddenly Opens the Door &amp; Pushes Your body next to his #imagine (l)" , "'imagine'" , "2011-07-27 12:28:58"
"Okay. Just know that My Door Is Always Open. Catch that song reference in your hands and then lather it over your body." , "" , "2011-07-28 05:06:34"
"going to bed with wet hair... *shrugs* ... getting your whole body wet from head to toe = best shower ever" , "" , "2011-07-28 04:54:29"
"Ew that moment when you're in the shower and you think for a split second your body wash is shampoo, and you dump it all in your hair." , "" , "2011-07-28 00:56:04"
"Being able to wet your whole body ,including your hair, in the shower makes you feel extra clean!!" , "" , "2011-07-27 22:58:10"
"Do you wash your hair or body first when you shower?" , "" , "2011-07-27 09:45:38"
"Duh. Head down &quot;@JaredEng: If your hair looks perfect but you need a shower, do you shower completely/redo hair or just wash your body?&quot;" , "" , "2011-07-27 07:57:21"
"&quot;@iQuoteSwag: The awkward moment when your taking a shower and realize theirs no shampoo.&quot; Yeah so I use body wash in my hair." , "" , "2011-07-27 03:25:32"
"That's what shower caps are for! I only wash my hair 3x a week. If your hair looks good, just wash your body :)" , "" , "2011-07-26 17:03:44"
"Ill rinse your body down in the shower and dry you off with my tongue..." , "" , "2011-07-28 08:20:10"
"For another day washes my body stepping aside for you to rinse your hair. In our big shower http://t.co/eIkqBt0" , "" , "2011-07-25 02:35:30"
"m'sia different lah, hahah. but I mean, there's a shower like...5 steps away from him, atleast just rinse your body before gg in." , "" , "2011-07-24 15:03:11"
"I recommend a shower and a fan! A shower will help your body feel cool and fresh even when it's hot. And the fan...well duh." , "" , "2011-07-28 01:27:09"
"Take a cold shower, pass alcohol or mint gel on your body and put a fan on your bedside. That's how I dealt with summer nights." , "" , "2011-07-23 06:14:51"
"Hop in the shower... &amp; when you get out, just air dry. It's gonna be worth it when the AC/fan hits your naked body." , "" , "2011-07-22 20:55:57"
"Please shower we have them here if you need one, change your clothes at least once a day, do something about your BO,&amp;cover your body parts!" , "" , "2011-07-26 14:52:43"
"You're In the bathroom, Naked cos' You just took a shower. Justin Suddenly Opens the Door &amp; Pushes Your body next to his #imagine (l)" , "'imagine'" , "2011-07-27 12:28:58"
"I love how caress &amp;+ dove body wash will have your whole bathroom smelling so good after a shower #MiddayFreshenUp" , "'MiddayFreshenUp'" , "2011-07-26 18:14:23"
"going to bed with wet hair... *shrugs* ... getting your whole body wet from head to toe = best shower ever" , "" , "2011-07-28 04:54:29"
"*comes from the shower with a towel around my body* *goes in your room and looks through your drawers*" , "" , "2011-07-28 05:04:00"
"If u have heat rash, do not use a towel after a shower and allow your body to air dry. The rash will disappear faster. (An Interesting Fact)" , "" , "2011-07-28 01:09:37"
"Wrapping you in a towel Laying your wet body on the bed after we get out the shower, &quot;spread you're legs! And let me eat this pussy bay&quot;" , "" , "2011-07-25 04:01:09"
"Wrapping you in a towel Laying your wet body on the bed after we get out the shower, &quot;spread you're legs! And let me eat this pussy bay&quot;WET*" , "" , "2011-07-23 10:54:53"
"ok so you dry yourself off after a shower and your body is clean. Then afterwards that same towel is considered dirty; why?" , "" , "2011-07-23 06:57:36"
"If you have heat rash, do not use a towel after a shower and allow your body to air dry. The rash will disappear faster." , "" , "2011-07-23 04:31:41"
"WHOS STILL NAKED FRESH OUT THE SHOWER LAYING ON THE BED WITH THE WET TOWEL DRAPED OVER YOUR BODY EATING FROZEN GRAPES LIKE MEEEEE... :-)" , "" , "2011-07-22 16:55:33"
"nope.. Why wash a body towel after 1 use? Your clean after you get out the shower right? So the towel is still clean." , "" , "2011-07-22 02:43:49"
"Naww dear. Take a cold shower and drink water and rest, don't do anything that'll trigger your body temperature." , "" , "2011-07-27 08:13:49"
"Yikes. Go for a quick run to tire out and take a hot shower right before bed. When your temperature drops your body wants to sleep." , "" , "2011-07-25 00:40:53"
"&quot;@McK_Khalifa415: Just took a freezing cold shower..brought my body temperature down sooo much great idea&quot; your a #genius" , "'genius'" , "2011-07-22 06:26:15"
"The after shower when you scrub your body down hardcore and brush their taste out your mouth like you're on a mission." , "" , "2011-07-28 03:29:37"
"taking a shower scrubing your body with just the soap no rag #WhitePeopleShit smh thats dirty! Scrub Clean" , "'WhitePeopleShit'" , "2011-07-27 17:58:10"
"For super soft skin massage your body with oil before getting into the shower. Then exfoliate with a mild scrub." , "" , "2011-07-27 05:25:50"
"Good body tip for soft skink after a steam shower a good body scrub will wash all your troubles away #stressfree" , "'stressfree'" , "2011-07-25 19:06:28"
"A great way to wake your self up in the shower this coming Monday morning... Very invigorating! http://fb.me/LApR7RFD" , "" , "2011-07-23 23:42:35"
"Dove soap be having your body soft as shit when you hop out the shower" , "" , "2011-07-27 12:14:05"
"When your whole body is covered in soap and has been scrubbed then switch the shower back on and wash it all off." , "" , "2011-07-27 11:32:39"
"Common Sense: A clean body requires a shower at least once a day unless you are in circumstances beyond your control. And use soap, people." , "" , "2011-07-26 19:07:50"
"ever been so tired in the shower that you just wanna let the water run off your body and not use soap??? me neither...." , "" , "2011-07-26 00:58:08"
"You shower , rinses your body , and then you realize there's no single drop of soap left behind. #ReallyTeens" , "'ReallyTeens'" , "2011-07-26 00:43:29"
"Jump Up In Turn The Shower On... Put You In It.... Put The Soap On Your Body N Place U N A Position N Hit It In The Shower..." , "" , "2011-07-25 05:52:17"
"Twitter marital argument poll: when you shower with bar soap do you a) rub the bar of soap directly on your body or b) rub it on your hands?" , "" , "2011-07-24 17:31:37"
"#Thatawkwardmoment when the shower runs dry&amp;u got soap all over your body&lt;---Just happened to me: #Thatawkwardmo... http://bit.ly/ojP8hy" , "'Thatawkwardmoment', 'Thatawkwardmo...'" , "2011-07-24 09:01:26"
"#Thatawkwardmoment when the shower runs dry&amp;u got soap all over your body&lt;---Just happened to me" , "'Thatawkwardmoment'" , "2011-07-24 09:00:40"
"Hmmmm long shower huh? *visions of soap suds running down every inch of your body*" , "" , "2011-07-24 07:25:01"
"Hot. Don't forget to pilfer the bars of &quot;Country Life&quot; soap when you leave. And do NOT let the shower curtain touch your body" , "" , "2011-07-22 13:16:38"
"For another day washes my body stepping aside for you to rinse your hair. In our big shower http://t.co/eIkqBt0" , "" , "2011-07-25 02:35:30"
"I don't reckon you have a rude bone in your body! Acknowledging all the Le Surf Hair Fan Club must be full time job" , "" , "2011-07-23 07:53:30"
"When your hair is wet and you have a fan blowing on your head, it makes the rest of your body feel cold(: aaahh what a relief" , "" , "2011-07-22 17:01:19"
"You're not the reason, I fell in love with you. Its just your eyes, smile, voice, guitar, clothes, hair and body." , "" , "2011-07-28 12:14:21"
"Becoming a Laker Girl: Try and picture being evaluating by your every move, your body, your clothes, your hair, ... http://bit.ly/nU3XXt" , "" , "2011-07-27 23:17:15"
"(: Ahhh the smell of clean clothes in a clean room and that feeling of a clean body &amp;having your nails,eyebrows &amp; hair done is the #BEST" , "'BEST'" , "2011-07-25 23:59:28"
"&quot;@THaREal_LG: If I'm your man I'll wash your hair, clothes, your body, cook and give you a rub down #softsidetweet!&quot;&lt;======AIGHT" , "'softsidetweet!&quot;&lt;======AIGHT'" , "2011-07-25 22:19:58"
"If I'm your man I'll wash your hair, clothes, your body, cook and give you a rub down #softsidetweet!" , "'softsidetweet!'" , "2011-07-25 22:18:01"
"*my feet enters the tub, closing in to your body as my arms are now around your shoulder, kisses your hair gently*" , "" , "2011-07-22 13:36:39"
"going to bed with wet hair... *shrugs* ... getting your whole body wet from head to toe = best shower ever" , "" , "2011-07-28 04:54:29"
"*small chuckle, scrubs soap all over your upper body gently, then gets baby shampoo and puts some on your hair*" , "" , "2011-07-28 02:35:45"
"#youknowyouretired when you wash your Hair with body soap!?!?#WTF" , "'youknowyouretired'" , "2011-07-22 11:31:01"
"You can't scrub your body if you use your hands to wash up. You need a wash cloth." , "" , "2011-07-27 20:22:45"
"Peppermint soap makes your whole body tingle...that plus a fan, you got cold shivers :|" , "" , "2011-07-22 08:36:48"
"Showa time come on grab you clothes we're gonna scrub your body whole w/dove the soap &amp; purp the towel youll be clean in the end showa time!" , "" , "2011-07-28 03:29:11"
"taking a shower scrubing your body with just the soap no rag #WhitePeopleShit smh thats dirty! Scrub Clean" , "'WhitePeopleShit'" , "2011-07-27 17:58:10"
"*continues to laugh hysterically and starts to scrub down your body with soap* (PAYBACK ;D" , "" , "2011-07-26 05:44:27"
"Soap plus water plus scrub your body equal clean. Wash your ass dirty hoe. Llh" , "" , "2011-07-25 23:13:49"
"Never knew that a dutch pig's body parts makes it way to the toothpaste i use in the morning.. same goes for the soap and shampoo i use...." , "" , "2011-07-28 11:57:09"
"Body parts shldnt smell like bad food (pits smelling like raw onions, vag smelling like fish) soap&amp;water ppl! #please&amp;thanks" , "'please&amp;thanks'" , "2011-07-25 17:55:32"
"Please shower we have them here if you need one, change your clothes at least once a day, do something about your BO,&amp;cover your body parts!" , "" , "2011-07-26 14:52:43"
"certain body parts shuld not have hair sticking out of their clothes #thatsjustnasty" , "'thatsjustnasty'" , "2011-07-27 16:37:25"
"Take showers with wash cloth and scrub all over body parts HARD! Don't just use the bar of soap." , "" , "2011-07-27 18:52:13"
"Make sure you lift &quot;certain parts&quot; &amp; scrub while you in the shower too! Especially ya'll dudes complaining about lack of #goodhead. #RMF" , "'goodhead.', 'RMF'" , "2011-07-27 16:03:54"
"Been told 'how to have a shower' Water on til wet WATER OFF Soap/shampoo, rinse 1min WATER OFF I'm doing it wrong, they've 'been listening'" , "" , "2011-07-28 07:25:05"
"Just dropped the shampoo onto the cold tap in the shower. The cold tap turned off and unfortunately I was left standing in boiling hot water" , "" , "2011-07-25 11:15:53"
"Imma going to cut my hair like my dad tmr so I can bath late plus save shampoo and water. WAhahhaha!!" , "" , "2011-07-28 12:36:23"
"New Product body wash,shampoo &amp; condition your hair with NO WATER ideal for camping, festivals, travelling,ON SALE NOW! http://t.co/g9hWdzx" , "" , "2011-07-28 07:55:58"
"Taking showers up here sucks..they have soft water.. and it takes forever and a year to wash all the shampoo and conditioner outta my hair!" , "" , "2011-07-28 06:37:03"
"--into the water, washing out all of the shampoo before reaching for the conditioner. Runs my fingers through my hair, roots to tips,--" , "" , "2011-07-28 04:35:32"
"Yes, of course...close your eyes for me and I'll wash this out...*Scoops water onto his hair to get the shampoo out*" , "" , "2011-07-27 21:49:35"
"Soo my eyes was close being it was water in my eyes so I thought I grab my shampoo witch was my juice and it was in my hair ! Lmaoo" , "" , "2011-07-27 21:06:02"
"Tip: Frizz Control, after you shampoo apply conditioner and rinse with cold water. It closes your cuticle leaving your hair smooth" , "" , "2011-07-27 18:51:11"
"~Letting the water run down my body before grabbing my shampoo and washing my hair.Sighing enjoying the sweet raspberry scent::" , "" , "2011-07-27 17:21:57"
"Ok so I'm taking a shower right, i have soap all over my body and shampoo all in my hair. My water just dies. OKEH" , "" , "2011-07-27 17:13:15"
"Jus let shampoo my hair no homo first ths nigga try 2 burn da shit outa me wit hot water thn turn da water completly cold.. #fired" , "'fired'" , "2011-07-27 15:32:54"
"Malibu Well Water Action #Shampoo Review http://goo.gl/fb/Zm6Ur #malibu2000 #clarifying #brassyhair" , "'Shampoo', 'malibu2000', 'clarifying', 'brassyhair'" , "2011-07-27 15:25:49"
"Amazed by how little water a shampoo girl uses to wash hair." , "" , "2011-07-27 14:10:11"
"You know in the shower when your hair is all foamy from shampoo and BAM there is no water... Yeah that didn't happen to me this morning!" , "" , "2011-07-27 09:00:14"
"*soap , soap &amp; water .. shampoo yo hair*" , "" , "2011-07-27 07:28:48"
"ahh I wanna try that Tsubaki water. I love that line of hair care. Use the shampoo and conditioner! :)" , "" , "2011-07-27 05:31:08"
"Been told 'how to have a shower' Water on til wet WATER OFF Soap/shampoo, rinse 1min WATER OFF I'm doing it wrong, they've 'been listening'" , "" , "2011-07-28 07:25:05"
"Tip: Frizz Control, after you shampoo apply conditioner and rinse with cold water. It closes your cuticle leaving your hair smooth" , "" , "2011-07-27 18:51:11"
"*Daphne goes under the water to rinse the shampoo out, coming up, but decides against using conditioner and instead wrings her-" , "" , "2011-07-26 11:20:18"
"When you shampoo your mane, massage your head gently and then rinse with cold water. Condition with an all... http://fb.me/12eiL4Euy" , "" , "2011-07-26 10:21:47"
"When you shampoo your mane, massage your head gently and then rinse with cold water. Condition with an all natural... http://fb.me/EqeoMSgU" , "" , "2011-07-26 10:16:11"
"-c- a few before grabbing a sponge and washing myself. Lathering up my body I put shampoo in my hair, then slid under the water to rinse -c-" , "" , "2011-07-26 02:25:37"
"#Hair Always apply shampoo to your hand first, spread over your hair &amp; massage gently. Add more water to increase lather. Rinse rinse rinse." , "'Hair'" , "2011-07-25 12:45:00"
"Tip: Frizz Control, after you shampoo apply conditioner and rinse with cold water. It closes your cuticle leaving your hair smooth" , "" , "2011-07-27 18:51:11"
"*Daphne goes under the water to rinse the shampoo out, coming up, but decides against using conditioner and instead wrings her-" , "" , "2011-07-26 11:20:18"
"When you shampoo your mane, massage your head gently and then rinse with cold water. Condition with an all... http://fb.me/12eiL4Euy" , "" , "2011-07-26 10:21:47"
"When you shampoo your mane, massage your head gently and then rinse with cold water. Condition with an all natural... http://fb.me/EqeoMSgU" , "" , "2011-07-26 10:16:11"
"-c- a few before grabbing a sponge and washing myself. Lathering up my body I put shampoo in my hair, then slid under the water to rinse -c-" , "" , "2011-07-26 02:25:37"
"Thank you Dr. OZ! Got Chlorine Green out of hair using tomato paste and Tonic water to rinse. Used Ion green shampoo and conditioner." , "" , "2011-07-25 02:39:27"
"next time you shower, shampoo with cold water and rinse off with hot ass water. i feel like i can take over the world right now" , "" , "2011-07-24 01:59:59"
"Yesterday I poured cool water over Hugo to rinse his shampoo, thinking it would be refreshing and he cried. Live and learn" , "" , "2011-07-23 14:51:29"
"Shampoo Rinse Cup: Shampoo Rinse Cup Flexible edge forms watertight bond Protects eyes from water and shampoo Ea... http://bit.ly/niKwXH" , "" , "2011-07-22 21:59:26"
"Why is this day like this? First, I got water on me with my clothes on, then 1tomato and now I almost did a shower..with cheese as shampoo." , "" , "2011-07-26 15:11:09"
"I told her that obviously that would include no food, no water, no medicine, no doctor's appointments, no clothes, no shoes, no soap/shampoo" , "" , "2011-07-22 20:55:53"
"You're in the bathroom and just when you put shampoo in your hair, the water goes out completely. #TeenThisTime" , "'TeenThisTime'" , "2011-07-25 19:49:23"
"I mean cold water might make it hard, and hard for u to get a lather in the shampoo, damn u only got cold water?" , "" , "2011-07-28 12:56:03"
"Aqua Lather Salt and Fresh Water #Body #Gel and #Shampoo from Davis Instruments cleans and freshens. http://t.co/mlNistp" , "'Body', 'Gel', 'Shampoo'" , "2011-07-26 07:41:44"
"So, I was showering. Lather, shampoo, etc. As I'm about to turn off the water, I decided it was time for a LONG shower. Best idea ever" , "" , "2011-07-25 16:00:40"
"#Hair Always apply shampoo to your hand first, spread over your hair &amp; massage gently. Add more water to increase lather. Rinse rinse rinse." , "'Hair'" , "2011-07-25 12:45:00"
"charger, dry shampoo, facial cleanser, face towel, costume and extra shirt, makeup, hairspray, water, food, what else am I missing?" , "" , "2011-07-28 12:06:09"
"The hot water has gone off half way through my shower. Sat shivering in a towel, covered in shampoo, waiting for Agnes to return." , "" , "2011-07-27 13:59:14"
"my bro used up most of the hot water , i got shampoo in both my eyes , i slipped on the bar of soap &amp; to top it off i forgot my towel -____-" , "" , "2011-07-27 03:56:59"
"Haha! Did I mention he is disgusting?! And LOVES water!!! I should've packed shampoo &amp; towels ;)" , "" , "2011-07-25 19:17:47"
"white spirit! Wont that burn? Ive soaked em in a warm water and shampoo for 10 mins and given em a scrub and they're a bit better" , "" , "2011-07-25 21:27:55"
"yes you can haha, I have brush cleaner to clean mine, but if you don't you can just use soap/shampoo and warm water? xx" , "" , "2011-07-28 11:16:32"
"Been told 'how to have a shower' Water on til wet WATER OFF Soap/shampoo, rinse 1min WATER OFF I'm doing it wrong, they've 'been listening'" , "" , "2011-07-28 07:25:05"
"Ok so I'm taking a shower right, i have soap all over my body and shampoo all in my hair. My water just dies. OKEH" , "" , "2011-07-27 17:13:15"
"Ahahahh water shut off half way through katies shower. She comes into my room all pissed, covered in soap and shampoo. #suckstobeyousis" , "'suckstobeyousis'" , "2011-07-27 14:35:33"
"Gota date with some water, soap, and shampoo ASAP" , "" , "2011-07-27 12:47:18"
"Nice cool shower after soccer is so very relaxing.... its just you,water,soap, and shampoo...!! hahahaha #winning !!" , "'winning'" , "2011-07-27 01:23:12"
"For 18 followers you can help a in need. You will provide soap and shampoo maybe some dirty water and rice...maybe" , "" , "2011-07-26 09:32:36"
"{the water feeling good against my muscles as the water cascades down my body washing away the soap, smiling and grabbing the shampoo}" , "" , "2011-07-25 12:04:14"
"The hot water has gone off half way through my shower. Sat shivering in a towel, covered in shampoo, waiting for Agnes to return." , "" , "2011-07-27 13:59:14"
"So I go to take a shower...no hot water. No shampoo. FUCKTHISTRIP." , "" , "2011-07-26 13:23:17"
"Just dropped the shampoo onto the cold tap in the shower. The cold tap turned off and unfortunately I was left standing in boiling hot water" , "" , "2011-07-25 11:15:53"
"Jus let shampoo my hair no homo first ths nigga try 2 burn da shit outa me wit hot water thn turn da water completly cold.. #fired" , "'fired'" , "2011-07-27 15:32:54"
"ran out of hot water with shampoo still in my hair #brr gonna be an awesome day..." , "'brr'" , "2011-07-26 14:58:54"
"next time you shower, shampoo with cold water and rinse off with hot ass water. i feel like i can take over the world right now" , "" , "2011-07-24 01:59:59"
"The hot water has gone off half way through my shower. Sat shivering in a towel, covered in shampoo, waiting for Agnes to return." , "" , "2011-07-27 13:59:14"
"my bro used up most of the hot water , i got shampoo in both my eyes , i slipped on the bar of soap &amp; to top it off i forgot my towel -____-" , "" , "2011-07-27 03:56:59"
"{steps into the shower, the hot water causing steam to rise on the door and windows, as I massage some shampoo into my hair}" , "" , "2011-07-25 01:05:31"
"i was taking a shower , and she started banging on the door , yelling at me because i had her shampoo . Lol she need some DICK!" , "" , "2011-07-23 03:32:07"
"(already reaching for shampoo, starting to work it in my hair while you stand with the shower door open watching me) Go!" , "" , "2011-07-22 15:19:23"
"I know right! I had to answer the door with shampoo in my hair one day (in my towel!!!) - the postman winked. Eugh. #slam!" , "'slam!'" , "2011-07-27 08:13:50"
"I just answered the door in a towel and shampoo in my hair to a FedEx guy who brought me my computer!!! hahaha nooo joke !" , "" , "2011-07-26 20:36:41"
"Have you noticed that white people don't have &quot;good hair&quot; ..look at the hair shampoo adverts. now look at Stacey next door. ^__- see." , "" , "2011-07-26 16:30:03"
"{steps into the shower, the hot water causing steam to rise on the door and windows, as I massage some shampoo into my hair}" , "" , "2011-07-25 01:05:31"
"So i just put this axe shampoo in my hair....got three seconds till a bitch comes running threw my door" , "" , "2011-07-22 03:51:28"
"I took a shower yesterday morning and didn't have time to wash my hair today. Decided to use powdered shampoo-fail" , "" , "2011-07-28 12:50:57"
